stopPointRef,no_of_buses
NSR:Quay:7074,1818
NSR:Quay:100134,763
NSR:Quay:17457,1392
NSR:Quay:106863,351
NSR:Quay:41070,1932
NSR:Quay:26019,617
NSR:Quay:57216,1907
NSR:Quay:66957,455
NSR:Quay:55871,1130
NSR:Quay:92543,1174
NSR:Quay:27286,682
NSR:Quay:58311,62
NSR:Quay:104713,505
NSR:Quay:81941,431
NSR:Quay:20460,352
NSR:Quay:12869,338
NSR:Quay:17916,424
NSR:Quay:42447,624
NSR:Quay:31659,933
NSR:Quay:23219,399
NSR:Quay:80591,394
NSR:Quay:39005,1286
NSR:Quay:84536,611
NSR:Quay:93624,445
NSR:Quay:22275,1249
NSR:Quay:44681,575
NSR:Quay:46765,1977
NSR:Quay:98361,1053
NSR:Quay:97063,234
NSR:Quay:23904,392
NSR:Quay:98140,1625
NSR:Quay:48017,365
NSR:Quay:51954,1083
NSR:Quay:108671,307
14437327,526
NSR:Quay:52942,2247
NSR:Quay:98250,388
NSR:Quay:53824,1774
NSR:Quay:36239,289
14437303,533
NSR:Quay:31605,363
14313634,684
NSR:Quay:71692,1737
NSR:Quay:935,401
NSR:Quay:19596,1286
NSR:Quay:3031,700
NSR:Quay:95936,980
NSR:Quay:96324,1198
NSR:Quay:64572,90
15282688,1220
NSR:Quay:78741,737
NSR:Quay:74581,617
NSR:Quay:71949,1225
NSR:Quay:38722,1013
NSR:Quay:35547,289
NSR:Quay:74970,724
NSR:Quay:13822,531
NSR:Quay:48716,904
NSR:Quay:43567,948
NSR:Quay:92669,538
NSR:Quay:46519,313
NSR:Quay:82756,701
NSR:Quay:43338,441
NSR:Quay:67957,354
NSR:Quay:5007,614
NSR:Quay:49779,1479
14496858,419
NSR:Quay:95691,615
NSR:Quay:44690,759
NSR:Quay:80375,578
NSR:Quay:73838,544
NSR:Quay:38857,1057
NSR:Quay:31198,433
NSR:Quay:15243,465
NSR:Quay:69271,197
NSR:Quay:49702,1693
NSR:Quay:2965,160
NSR:Quay:35240,233
NSR:Quay:20638,1056
NSR:Quay:65760,1012
NSR:Quay:6666,357
NSR:Quay:13739,1128
NSR:Quay:85350,586
NSR:Quay:68141,356
NSR:Quay:37856,401
NSR:Quay:105696,376
NSR:Quay:58442,1053
NSR:Quay:30988,341
NSR:Quay:66616,92
NSR:Quay:104741,408
NSR:Quay:89843,650
NSR:Quay:47658,833
NSR:Quay:75801,1320
NSR:Quay:108715,372
NSR:Quay:21857,473
NSR:Quay:54979,630
NSR:Quay:23314,726
NSR:Quay:17104,546
NSR:Quay:104797,576
NSR:Quay:56856,574
NSR:Quay:39802,758
NSR:Quay:108846,108
NSR:Quay:19903,367
NSR:Quay:15950,1355
NSR:Quay:65965,161
NSR:Quay:55204,991
NSR:Quay:44700,766
NSR:Quay:102152,397
NSR:Quay:19925,368
NSR:Quay:15662,519
NSR:Quay:84271,348
NSR:Quay:27109,304
14281048,2999
NSR:Quay:14398,328
NSR:Quay:32955,315
NSR:Quay:65877,534
NSR:Quay:95814,402
NSR:Quay:17245,322
NSR:Quay:54212,310
NSR:Quay:103706,336
NSR:Quay:86950,303
NSR:Quay:72491,307
NSR:Quay:61387,76
NSR:Quay:40261,230
NSR:Quay:84936,889
NSR:Quay:55813,1156
NSR:Quay:48430,355
NSR:Quay:89991,396
NSR:Quay:21611,222
NSR:Quay:75162,778
NSR:Quay:22061,808
NSR:Quay:92818,349
NSR:Quay:80480,399
NSR:Quay:27976,571
NSR:Quay:79371,187
NSR:Quay:68108,647
NSR:Quay:6745,190
NSR:Quay:17050,225
NSR:Quay:67295,38
NSR:Quay:36793,1119
NSR:Quay:19665,541
NSR:Quay:20180,759
NSR:Quay:13730,214
NSR:Quay:31143,747
NSR:Quay:77578,541
NSR:Quay:25804,763
NSR:Quay:79866,619
NSR:Quay:19953,703
NSR:Quay:25613,567
NSR:Quay:84087,366
NSR:Quay:19888,151
NSR:Quay:107140,177
NSR:Quay:72724,236
NSR:Quay:90635,384
NSR:Quay:16307,198
NSR:Quay:44692,573
NSR:Quay:82248,501
NSR:Quay:77094,186
NSR:Quay:92992,1383
NSR:Quay:85586,200
NSR:Quay:41265,677
NSR:Quay:74433,363
14417474,7
NSR:Quay:105689,652
NSR:Quay:23215,139
NSR:Quay:22415,529
NSR:Quay:40822,202
NSR:Quay:77819,375
NSR:Quay:110408,169
NSR:Quay:2560,175
NSR:Quay:74616,373
NSR:Quay:86485,524
NSR:Quay:21577,334
NSR:Quay:106359,88
NSR:Quay:77116,396
NSR:Quay:22982,323
NSR:Quay:18492,537
NSR:Quay:88729,1069
NSR:Quay:19540,186
NSR:Quay:22924,522
NSR:Quay:100443,115
NSR:Quay:56982,577
NSR:Quay:67482,200
NSR:Quay:26434,190
NSR:Quay:35987,182
NSR:Quay:89034,228
NSR:Quay:94069,439
NSR:Quay:23184,222
NSR:Quay:13856,737
NSR:Quay:108657,182
NSR:Quay:100544,119
NSR:Quay:56935,401
NSR:Quay:79107,81
NSR:Quay:14192,178
14381378,166
NSR:Quay:87337,84
NSR:Quay:106886,200
NSR:Quay:68130,162
NSR:Quay:77822,180
NSR:Quay:68450,201
NSR:Quay:13917,257
NSR:Quay:75506,178
14497104,182
NSR:Quay:1253,77
NSR:Quay:84198,117
NSR:Quay:60656,25
NSR:Quay:12010,11
NSR:Quay:39939,69
NSR:Quay:80423,179
NSR:Quay:109677,40
NSR:Quay:107123,313
NSR:Quay:62648,29
NSR:Quay:34529,60
NSR:Quay:3196,70
NSR:Quay:61322,42
NSR:Quay:109711,44
NSR:Quay:4601,8
NSR:Quay:69693,92
NSR:Quay:60634,47
NSR:Quay:82971,18
NSR:Quay:1,4
NSR:Quay:69740,15
NSR:Quay:99286,2
NSR:Quay:84474,1
NSR:Quay:51423,7635
NSR:Quay:31498,5704
NSR:Quay:37310,27451
NSR:Quay:43148,22491
NSR:Quay:75795,6384
NSR:Quay:41299,23088
NSR:Quay:30471,9504
NSR:Quay:37574,8625
NSR:Quay:74542,23524
NSR:Quay:104183,7841
NSR:Quay:47190,1361
NSR:Quay:8574,21613
NSR:Quay:7069,45814
NSR:Quay:28678,3547
NSR:Quay:51270,24728
NSR:Quay:53147,8031
NSR:Quay:10030,7610
NSR:Quay:2268,5225
NSR:Quay:697,33420
NSR:Quay:11557,68338
NSR:Quay:5811,13722
NSR:Quay:10261,34862
NSR:Quay:31551,6110
NSR:Quay:10670,31356
NSR:Quay:33707,8730
NSR:Quay:85725,17377
NSR:Quay:46782,2906
NSR:Quay:12720,18359
NSR:Quay:97567,7180
NSR:Quay:30044,36362
NSR:Quay:100622,12721
NSR:Quay:1776,4814
NSR:Quay:70579,5446
NSR:Quay:47720,22525
NSR:Quay:6464,26395
NSR:Quay:57732,3832
NSR:Quay:106983,45395
NSR:Quay:33113,17599
NSR:Quay:32659,4163
NSR:Quay:78515,2842
NSR:Quay:73493,588
NSR:Quay:20661,542
NSR:Quay:90376,2913
NSR:Quay:33668,1983
NSR:Quay:11909,51203
NSR:Quay:30734,10211
NSR:Quay:93790,3840
NSR:Quay:9805,23483
NSR:Quay:51519,16861
NSR:Quay:10386,11747
NSR:Quay:51713,16211
NSR:Quay:53044,13723
NSR:Quay:53075,33004
14181294,2602
14133201,2197
NSR:Quay:36456,1002
NSR:Quay:13900,345
NSR:Quay:74803,20781
NSR:Quay:39171,19756
NSR:Quay:32776,1653
NSR:Quay:12417,52242
NSR:Quay:51234,31883
NSR:Quay:39013,2002
NSR:Quay:8013,52266
NSR:Quay:8916,20196
NSR:Quay:49087,19106
NSR:Quay:49386,9154
NSR:Quay:49800,3415
NSR:Quay:9923,7609
NSR:Quay:47278,10059
NSR:Quay:45605,19504
NSR:Quay:30279,28097
NSR:Quay:46938,13297
NSR:Quay:40468,8687
NSR:Quay:54345,473
NSR:Quay:11809,47908
NSR:Quay:87643,2325
NSR:Quay:12213,14685
NSR:Quay:50198,22179
NSR:Quay:9387,11719
NSR:Quay:67369,533
NSR:Quay:2566,3985
NSR:Quay:47898,13396
NSR:Quay:50824,996
NSR:Quay:52711,1478
NSR:Quay:53415,74006
NSR:Quay:100961,489
NSR:Quay:55846,2898
NSR:Quay:35381,5871
NSR:Quay:51844,55199
NSR:Quay:54673,256
NSR:Quay:78176,993
NSR:Quay:58566,6642
14133232,1056
NSR:Quay:22175,1406
NSR:Quay:6403,14608
NSR:Quay:17318,4409
NSR:Quay:66579,6298
NSR:Quay:94316,25962
NSR:Quay:92125,2287
NSR:Quay:34683,3170
NSR:Quay:52371,8540
NSR:Quay:51781,15628
NSR:Quay:77368,1493
NSR:Quay:27480,358
NSR:Quay:29965,19688
NSR:Quay:106850,341
NSR:Quay:9910,35835
NSR:Quay:36640,17879
NSR:Quay:91088,538
NSR:Quay:67834,1807
NSR:Quay:65283,5237
NSR:Quay:32696,12032
NSR:Quay:32354,9210
NSR:Quay:31783,12086
NSR:Quay:35913,19473
NSR:Quay:79554,2760
NSR:Quay:849,3014
NSR:Quay:95466,12876
NSR:Quay:92365,18632
NSR:Quay:73194,10075
NSR:Quay:57532,1308
NSR:Quay:53645,2099
NSR:Quay:32809,8977
NSR:Quay:51640,5430
NSR:Quay:89621,1807
NSR:Quay:13392,2102
NSR:Quay:98210,3715
NSR:Quay:33083,8732
NSR:Quay:49460,1285
NSR:Quay:17730,976
NSR:Quay:51724,6654
NSR:Quay:26319,12486
NSR:Quay:70701,17649
NSR:Quay:26294,14916
NSR:Quay:16357,9583
NSR:Quay:72487,1561
NSR:Quay:27644,21189
NSR:Quay:10565,1187
NSR:Quay:65634,8801
NSR:Quay:48293,2458
NSR:Quay:41967,1014
NSR:Quay:80531,1805
NSR:Quay:86847,5089
NSR:Quay:21976,9306
NSR:Quay:8650,13948
NSR:Quay:55750,3648
NSR:Quay:104723,4326
NSR:Quay:27824,7265
NSR:Quay:8153,29446
NSR:Quay:8632,29787
NSR:Quay:49689,18870
NSR:Quay:58844,5265
NSR:Quay:29892,5271
NSR:Quay:30901,12093
NSR:Quay:82562,917
NSR:Quay:27227,1658
NSR:Quay:72184,318
NSR:Quay:10712,18363
NSR:Quay:19507,1277
NSR:Quay:96933,1908
NSR:Quay:45839,1074
NSR:Quay:25326,5466
NSR:Quay:106966,2387
NSR:Quay:65262,1355
NSR:Quay:38791,4367
NSR:Quay:8819,6991
NSR:Quay:46141,12856
NSR:Quay:68662,2839
NSR:Quay:14170,1148
NSR:Quay:20287,461
NSR:Quay:53553,2098
NSR:Quay:89854,1531
NSR:Quay:50500,3254
NSR:Quay:88858,1089
NSR:Quay:39137,4045
NSR:Quay:11181,17021
NSR:Quay:70445,2886
NSR:Quay:26487,4619
NSR:Quay:51198,3026
NSR:Quay:96866,384
NSR:Quay:45692,16581
NSR:Quay:11087,14492
NSR:Quay:29018,11148
NSR:Quay:9899,672
NSR:Quay:51581,28257
NSR:Quay:97174,6705
NSR:Quay:54512,3206
NSR:Quay:50949,4156
NSR:Quay:17330,1144
NSR:Quay:5078,611
NSR:Quay:37217,6865
NSR:Quay:52975,3809
NSR:Quay:31873,7040
NSR:Quay:37443,8124
NSR:Quay:104225,184
NSR:Quay:72665,1795
NSR:Quay:3553,3829
NSR:Quay:6079,2648
NSR:Quay:12074,8446
NSR:Quay:25859,525
NSR:Quay:101908,296
NSR:Quay:53801,3409
14446835,1482
NSR:Quay:76571,805
NSR:Quay:101202,2841
NSR:Quay:90936,7128
NSR:Quay:66844,1077
NSR:Quay:8023,2314
NSR:Quay:32571,1138
NSR:Quay:76668,1933
NSR:Quay:36781,4661
NSR:Quay:32641,1976
NSR:Quay:57478,2398
NSR:Quay:58266,2367
14018181,398
NSR:Quay:50724,1183
NSR:Quay:67633,2033
NSR:Quay:90280,4060
NSR:Quay:44772,1987
NSR:Quay:48802,1905
NSR:Quay:25436,12690
NSR:Quay:55977,2589
NSR:Quay:70530,370
15252705,1220
NSR:Quay:50711,2656
NSR:Quay:65945,5743
NSR:Quay:56703,1783
NSR:Quay:52651,5181
NSR:Quay:972,1809
NSR:Quay:54779,4973
NSR:Quay:88214,255
NSR:Quay:67972,2890
NSR:Quay:23714,1173
NSR:Quay:103605,1316
NSR:Quay:18235,1201
NSR:Quay:22577,1085
NSR:Quay:50397,2321
NSR:Quay:100138,2052
NSR:Quay:31030,488
NSR:Quay:70222,4381
NSR:Quay:89090,384
NSR:Quay:30979,2638
NSR:Quay:69410,4516
NSR:Quay:29962,3842
NSR:Quay:73401,1151
NSR:Quay:50875,3662
NSR:Quay:65707,1263
14417479,5442
NSR:Quay:42387,3413
NSR:Quay:81214,614
NSR:Quay:42385,1602
NSR:Quay:70283,1538
NSR:Quay:27954,190
NSR:Quay:23749,995
NSR:Quay:74534,535
NSR:Quay:17780,1971
NSR:Quay:45395,3758
NSR:Quay:46351,3944
14497075,959
NSR:Quay:70536,2523
NSR:Quay:53897,2782
NSR:Quay:69886,5570
NSR:Quay:26279,2094
NSR:Quay:73963,543
NSR:Quay:55313,1419
NSR:Quay:98287,861
NSR:Quay:16867,524
NSR:Quay:84222,925
NSR:Quay:91591,3591
NSR:Quay:300,3368
NSR:Quay:47425,507
NSR:Quay:54513,1169
NSR:Quay:47370,622
NSR:Quay:26749,3060
NSR:Quay:57083,1820
NSR:Quay:2112,1391
NSR:Quay:95343,400
NSR:Quay:23329,476
NSR:Quay:79217,1149
NSR:Quay:47274,2172
NSR:Quay:30856,933
NSR:Quay:93639,2105
NSR:Quay:75443,6924
NSR:Quay:43166,3469
NSR:Quay:49775,1460
NSR:Quay:91347,3325
NSR:Quay:36617,641
NSR:Quay:39536,3452
NSR:Quay:1284,254
NSR:Quay:60542,256
NSR:Quay:52147,2606
NSR:Quay:8968,2416
NSR:Quay:93155,1296
NSR:Quay:72718,1165
NSR:Quay:96644,717
NSR:Quay:85214,1020
NSR:Quay:46865,1385
NSR:Quay:13970,339
NSR:Quay:42100,689
NSR:Quay:16848,726
NSR:Quay:6377,2266
14381350,1550
NSR:Quay:4646,5090
NSR:Quay:51813,6501
NSR:Quay:33986,3021
NSR:Quay:17781,2168
NSR:Quay:38331,672
14381523,3344
NSR:Quay:46222,2799
NSR:Quay:81386,337
NSR:Quay:50716,1184
NSR:Quay:52233,1333
NSR:Quay:76464,502
NSR:Quay:90798,381
NSR:Quay:101099,170
NSR:Quay:55192,503
NSR:Quay:49461,1292
NSR:Quay:77776,1605
NSR:Quay:39992,1898
NSR:Quay:28884,382
NSR:Quay:77823,364
NSR:Quay:43544,952
NSR:Quay:96084,922
NSR:Quay:49013,2763
NSR:Quay:11321,900
NSR:Quay:13529,783
NSR:Quay:95509,754
NSR:Quay:58291,813
NSR:Quay:26757,798
NSR:Quay:41794,935
NSR:Quay:58481,1052
NSR:Quay:56276,2269
NSR:Quay:28239,1056
NSR:Quay:47655,665
NSR:Quay:27729,7999
NSR:Quay:29528,1374
NSR:Quay:73229,623
NSR:Quay:55528,825
NSR:Quay:104133,181
NSR:Quay:24296,2122
NSR:Quay:44141,573
NSR:Quay:17826,1114
NSR:Quay:2063,836
NSR:Quay:70878,1281
NSR:Quay:68419,446
NSR:Quay:28800,1286
NSR:Quay:91861,2915
14291705,4110
8636,375
NSR:Quay:57071,2419
NSR:Quay:91435,1126
NSR:Quay:107219,243
NSR:Quay:105914,458
NSR:Quay:65748,2053
NSR:Quay:28852,380
NSR:Quay:46869,1755
NSR:Quay:9032,1929
NSR:Quay:41430,306
NSR:Quay:93716,894
NSR:Quay:72542,2579
NSR:Quay:52544,464
NSR:Quay:98242,597
NSR:Quay:32207,1211
NSR:Quay:21246,177
NSR:Quay:71065,1131
NSR:Quay:28127,571
NSR:Quay:37416,3720
NSR:Quay:103041,749
NSR:Quay:30581,1330
NSR:Quay:90228,1535
NSR:Quay:53097,795
NSR:Quay:100073,1063
NSR:Quay:41381,534
NSR:Quay:50178,2898
NSR:Quay:72087,709
NSR:Quay:48707,710
NSR:Quay:84009,166
NSR:Quay:34647,182
NSR:Quay:80456,582
NSR:Quay:26437,1637
NSR:Quay:70940,1824
NSR:Quay:84010,1119
NSR:Quay:57438,441
NSR:Quay:41808,574
NSR:Quay:6562,189
NSR:Quay:105954,2375
NSR:Quay:106077,985
NSR:Quay:20407,1517
NSR:Quay:13862,737
NSR:Quay:83471,1016
NSR:Quay:93235,830
NSR:Quay:96559,1863
NSR:Quay:51026,600
NSR:Quay:27946,1426
NSR:Quay:92005,770
NSR:Quay:42342,497
NSR:Quay:21889,182
NSR:Quay:39107,807
NSR:Quay:103437,375
NSR:Quay:105087,335
NSR:Quay:654,853
NSR:Quay:6693,754
14497114,1441
NSR:Quay:25901,2823
NSR:Quay:41476,695
NSR:Quay:65205,877
NSR:Quay:83723,248
NSR:Quay:75213,1749
NSR:Quay:98539,2317
NSR:Quay:72679,547
NSR:Quay:78091,363
NSR:Quay:45666,1535
NSR:Quay:95150,1270
NSR:Quay:45906,639
NSR:Quay:37819,1535
NSR:Quay:94610,1598
NSR:Quay:97296,500
NSR:Quay:78868,427
NSR:Quay:8843,188
NSR:Quay:50904,2198
NSR:Quay:1913,225
NSR:Quay:36886,1661
NSR:Quay:17651,813
NSR:Quay:95501,1120
NSR:Quay:15163,936
NSR:Quay:35811,1547
NSR:Quay:91814,1030
NSR:Quay:68837,534
NSR:Quay:54537,749
NSR:Quay:53107,1391
NSR:Quay:103664,184
NSR:Quay:56632,1964
NSR:Quay:6979,675
NSR:Quay:17472,647
NSR:Quay:45559,720
NSR:Quay:50251,2776
14291667,791
NSR:Quay:687,884
NSR:Quay:104581,599
NSR:Quay:32229,466
NSR:Quay:108849,108
17110,374
NSR:Quay:3857,534
NSR:Quay:81691,199
NSR:Quay:376,1211
NSR:Quay:57113,525
NSR:Quay:12564,380
NSR:Quay:55257,1000
NSR:Quay:67020,1446
NSR:Quay:75884,536
NSR:Quay:74962,2428
NSR:Quay:36382,934
NSR:Quay:83953,491
NSR:Quay:79265,187
NSR:Quay:57234,1820
NSR:Quay:38663,418
NSR:Quay:95446,364
NSR:Quay:72286,483
NSR:Quay:90347,572
NSR:Quay:15469,318
NSR:Quay:56688,2062
NSR:Quay:36869,1187
14381384,369
NSR:Quay:38950,1424
14381347,949
NSR:Quay:28983,1415
NSR:Quay:25759,610
NSR:Quay:106586,168
NSR:Quay:103189,180
NSR:Quay:107627,155
NSR:Quay:33277,671
NSR:Quay:15856,476
NSR:Quay:47827,551
NSR:Quay:90030,300
NSR:Quay:1381,670
16910,399
NSR:Quay:49855,1209
NSR:Quay:74920,691
NSR:Quay:98457,1240
NSR:Quay:23248,626
NSR:Quay:51074,656
NSR:Quay:4714,171
NSR:Quay:24811,168
NSR:Quay:95104,1145
NSR:Quay:18611,1024
NSR:Quay:101767,1512
14291635,688
NSR:Quay:28538,570
NSR:Quay:106862,166
NSR:Quay:23495,737
NSR:Quay:36032,934
NSR:Quay:109125,202
NSR:Quay:11304,898
NSR:Quay:91919,228
NSR:Quay:56527,461
NSR:Quay:106847,290
NSR:Quay:24364,524
NSR:Quay:57185,592
NSR:Quay:67405,180
NSR:Quay:21560,339
NSR:Quay:102352,763
NSR:Quay:42803,230
NSR:Quay:85827,164
NSR:Quay:45879,421
NSR:Quay:51675,911
NSR:Quay:27641,525
17040,360
NSR:Quay:104494,602
NSR:Quay:47118,352
NSR:Quay:16096,270
NSR:Quay:19729,336
NSR:Quay:36895,199
NSR:Quay:5536,187
NSR:Quay:19505,1026
NSR:Quay:82747,922
NSR:Quay:11525,380
NSR:Quay:81820,428
NSR:Quay:18259,502
NSR:Quay:105631,166
NSR:Quay:106478,1087
NSR:Quay:50229,940
NSR:Quay:84598,166
NSR:Quay:72746,688
NSR:Quay:31730,364
14302528,664
NSR:Quay:77786,558
NSR:Quay:21161,616
NSR:Quay:20524,659
NSR:Quay:44684,378
NSR:Quay:27874,308
NSR:Quay:79591,186
NSR:Quay:48171,421
NSR:Quay:107766,198
NSR:Quay:87973,101
NSR:Quay:32319,533
NSR:Quay:89129,359
NSR:Quay:44066,564
NSR:Quay:21825,184
NSR:Quay:85178,157
NSR:Quay:85189,67
NSR:Quay:42262,385
NSR:Quay:81429,441
NSR:Quay:93949,595
NSR:Quay:16691,145
NSR:Quay:105432,157
NSR:Quay:40823,753
NSR:Quay:51825,374
NSR:Quay:88041,652
NSR:Quay:21072,727
NSR:Quay:83034,278
NSR:Quay:44439,1021
NSR:Quay:20229,550
NSR:Quay:68383,532
NSR:Quay:3120,40
NSR:Quay:94101,240
NSR:Quay:31311,78
NSR:Quay:102832,735
NSR:Quay:86512,168
NSR:Quay:96606,422
NSR:Quay:90836,383
NSR:Quay:106275,172
NSR:Quay:105117,462
NSR:Quay:93311,384
NSR:Quay:85088,82
NSR:Quay:107487,357
NSR:Quay:62045,79
NSR:Quay:110355,386
NSR:Quay:80647,188
NSR:Quay:101963,206
NSR:Quay:67761,314
NSR:Quay:63985,90
NSR:Quay:21588,272
NSR:Quay:18733,414
NSR:Quay:63136,162
NSR:Quay:42495,501
NSR:Quay:81326,511
NSR:Quay:44861,823
NSR:Quay:107730,171
NSR:Quay:104475,274
NSR:Quay:19067,361
NSR:Quay:88070,249
NSR:Quay:29319,381
NSR:Quay:82693,141
NSR:Quay:16429,371
NSR:Quay:106695,161
NSR:Quay:88109,381
NSR:Quay:84296,227
NSR:Quay:43344,399
NSR:Quay:96145,107
NSR:Quay:107428,226
NSR:Quay:14603,158
NSR:Quay:319,60
NSR:Quay:59457,28
NSR:Quay:83609,250
NSR:Quay:106043,158
NSR:Quay:108379,170
NSR:Quay:63949,90
NSR:Quay:1315,15
NSR:Quay:86615,384
NSR:Quay:101079,108
NSR:Quay:58047,289
NSR:Quay:78148,372
NSR:Quay:84747,82
NSR:Quay:23929,295
NSR:Quay:1015,22
NSR:Quay:14065,130
NSR:Quay:71616,68
NSR:Quay:70959,11
NSR:Quay:87975,83
NSR:Quay:87345,83
NSR:Quay:71537,170
NSR:Quay:34110,159
NSR:Quay:22550,184
NSR:Quay:102746,31
NSR:Quay:109453,3
NSR:Quay:47078,1
NSR:Quay:110513,2
9025915004020801,1
NSR:Quay:168,1
NSR:Quay:96941,48398
NSR:Quay:97060,25680
NSR:Quay:105417,1733
NSR:Quay:31867,8716
NSR:Quay:54377,16269
NSR:Quay:13503,10228
NSR:Quay:880,12817
NSR:Quay:76905,13715
NSR:Quay:45289,18449
NSR:Quay:3424,8455
NSR:Quay:26746,2709
NSR:Quay:64710,12681
NSR:Quay:47366,18051
NSR:Quay:24840,8798
NSR:Quay:3914,32144
NSR:Quay:27914,31035
NSR:Quay:33621,1103
NSR:Quay:33009,8982
NSR:Quay:34624,4893
NSR:Quay:7740,43848
NSR:Quay:8131,27538
NSR:Quay:12703,19717
NSR:Quay:32128,9657
NSR:Quay:11434,30099
NSR:Quay:69468,6213
NSR:Quay:88356,20587
NSR:Quay:89159,2974
NSR:Quay:94436,2576
NSR:Quay:7437,17049
NSR:Quay:51432,10333
NSR:Quay:50794,9048
NSR:Quay:14711,7191
NSR:Quay:72104,44354
NSR:Quay:2195,556
NSR:Quay:28684,26575
NSR:Quay:9836,28496
NSR:Quay:55706,3646
NSR:Quay:53687,25969
NSR:Quay:51050,32628
NSR:Quay:88321,23458
NSR:Quay:95268,10779
NSR:Quay:41872,20199
NSR:Quay:41410,19638
NSR:Quay:108253,34405
NSR:Quay:40147,19757
NSR:Quay:47891,14239
NSR:Quay:31636,726
NSR:Quay:54335,7017
NSR:Quay:39922,15500
NSR:Quay:45937,6024
NSR:Quay:35885,5941
NSR:Quay:91010,19077
NSR:Quay:87074,569
NSR:Quay:43290,37880
NSR:Quay:109017,4332
NSR:Quay:41255,1325
NSR:Quay:55084,9736
NSR:Quay:39222,974
NSR:Quay:71322,6681
NSR:Quay:30180,92720
NSR:Quay:72719,30260
NSR:Quay:9282,22009
NSR:Quay:11337,32442
NSR:Quay:105306,70878
NSR:Quay:9769,20303
NSR:Quay:40941,2129
NSR:Quay:53612,2099
NSR:Quay:50164,38562
14497028,2263
NSR:Quay:54020,55619
NSR:Quay:40452,1731
NSR:Quay:104048,33478
NSR:Quay:55286,20965
14281062,1982
NSR:Quay:95584,7588
NSR:Quay:10356,35590
NSR:Quay:3323,1849
NSR:Quay:75425,15243
NSR:Quay:10863,52544
NSR:Quay:12485,18271
NSR:Quay:35035,3340
NSR:Quay:101401,103064
NSR:Quay:23549,29208
NSR:Quay:7904,31612
NSR:Quay:50553,5098
NSR:Quay:39873,9830
NSR:Quay:53930,2730
NSR:Quay:49531,962
NSR:Quay:53931,93093
NSR:Quay:91498,575
NSR:Quay:106307,1553
NSR:Quay:68718,5267
NSR:Quay:91918,754
NSR:Quay:110162,18360
NSR:Quay:5927,7380
NSR:Quay:10990,30428
NSR:Quay:49917,11686
NSR:Quay:51443,9490
NSR:Quay:48381,9464
NSR:Quay:95823,1992
NSR:Quay:24519,906
NSR:Quay:106195,338
NSR:Quay:32736,16846
NSR:Quay:88835,1436
NSR:Quay:75178,81407
NSR:Quay:77213,1562
NSR:Quay:36255,6691
NSR:Quay:57965,1217
NSR:Quay:47921,20443
NSR:Quay:50552,9542
NSR:Quay:55812,7756
NSR:Quay:25164,1133
NSR:Quay:101417,9796
NSR:Quay:18399,3465
NSR:Quay:17954,10737
NSR:Quay:50122,28597
NSR:Quay:51565,23684
NSR:Quay:30078,8098
NSR:Quay:1137,840
NSR:Quay:57622,4227
NSR:Quay:29925,19853
NSR:Quay:30517,2283
NSR:Quay:10536,29310
NSR:Quay:55354,1192
NSR:Quay:41009,1658
NSR:Quay:11095,32748
NSR:Quay:48741,1338
NSR:Quay:88691,13553
NSR:Quay:44852,4628
NSR:Quay:69911,2409
NSR:Quay:34105,647
NSR:Quay:73088,4876
NSR:Quay:28087,6501
NSR:Quay:6908,22365
NSR:Quay:45192,7324
NSR:Quay:20167,579
NSR:Quay:56729,1783
NSR:Quay:57523,3696
NSR:Quay:70800,6935
NSR:Quay:32772,8857
NSR:Quay:52646,14237
NSR:Quay:52034,2329
NSR:Quay:4959,5645
NSR:Quay:80262,917
NSR:Quay:79273,2716
NSR:Quay:51787,15695
NSR:Quay:5485,1316
NSR:Quay:108576,2687
NSR:Quay:20654,553
NSR:Quay:40812,10245
NSR:Quay:275,13244
NSR:Quay:107385,6187
NSR:Quay:42642,13035
NSR:Quay:57204,1977
NSR:Quay:12098,8187
NSR:Quay:65473,4198
NSR:Quay:55971,15598
NSR:Quay:85383,8812
NSR:Quay:84830,761
NSR:Quay:36752,5453
NSR:Quay:40630,6156
NSR:Quay:16829,2201
NSR:Quay:102737,7995
NSR:Quay:33116,7301
NSR:Quay:107128,927
NSR:Quay:74206,5104
NSR:Quay:58287,691
NSR:Quay:4701,9578
NSR:Quay:66934,2435
NSR:Quay:21105,2032
NSR:Quay:78359,1868
NSR:Quay:76332,6403
NSR:Quay:65617,8920
NSR:Quay:6950,5257
NSR:Quay:65449,5704
NSR:Quay:38917,5431
NSR:Quay:4331,1073
NSR:Quay:29708,6828
NSR:Quay:45142,14812
NSR:Quay:32,3172
NSR:Quay:97346,6672
NSR:Quay:50740,1199
NSR:Quay:55230,3977
NSR:Quay:48099,8364
NSR:Quay:108853,1729
NSR:Quay:95837,2158
NSR:Quay:51107,849
NSR:Quay:31775,1318
NSR:Quay:96567,570
NSR:Quay:4010,5322
NSR:Quay:3337,8696
NSR:Quay:52687,3129
NSR:Quay:38271,649
NSR:Quay:21750,613
NSR:Quay:11753,614
NSR:Quay:9492,15137
NSR:Quay:41881,941
NSR:Quay:55228,19065
NSR:Quay:57280,2098
NSR:Quay:17544,1437
12856,414
NSR:Quay:34051,9808
NSR:Quay:101848,4161
NSR:Quay:88424,1572
NSR:Quay:84797,750
NSR:Quay:5684,2734
NSR:Quay:15776,998
NSR:Quay:34701,1136
NSR:Quay:92098,2287
