stopPointRef,no_of_buses
NSR:Quay:56523,439
14452738,2656
NSR:Quay:79219,336
NSR:Quay:34434,304
NSR:Quay:86988,362
NSR:Quay:1512,693
NSR:Quay:41434,700
NSR:Quay:54348,2044
NSR:Quay:92613,381
NSR:Quay:28610,190
NSR:Quay:101323,193
NSR:Quay:37311,872
NSR:Quay:67793,449
NSR:Quay:39743,647
NSR:Quay:2114,390
NSR:Quay:85764,1258
NSR:Quay:12625,418
NSR:Quay:71603,1314
NSR:Quay:93399,671
NSR:Quay:27578,492
NSR:Quay:90158,312
NSR:Quay:93487,980
NSR:Quay:38324,417
NSR:Quay:25284,220
NSR:Quay:69975,176
NSR:Quay:80703,356
NSR:Quay:99835,278
NSR:Quay:98472,571
NSR:Quay:71694,99
NSR:Quay:5084,611
NSR:Quay:86922,1058
NSR:Quay:86187,522
NSR:Quay:2398,604
NSR:Quay:70401,524
NSR:Quay:56560,379
NSR:Quay:98177,305
NSR:Quay:77925,376
NSR:Quay:5334,494
NSR:Quay:106288,405
NSR:Quay:91996,828
NSR:Quay:49415,184
NSR:Quay:85546,690
NSR:Quay:39901,689
NSR:Quay:66725,42
NSR:Quay:26389,763
NSR:Quay:51087,656
NSR:Quay:77359,371
NSR:Quay:86184,522
NSR:Quay:75334,321
NSR:Quay:98355,414
NSR:Quay:45680,843
NSR:Quay:23327,457
NSR:Quay:50378,416
NSR:Quay:28795,190
NSR:Quay:91556,583
NSR:Quay:78232,264
NSR:Quay:19841,137
NSR:Quay:40824,304
NSR:Quay:67497,170
NSR:Quay:94076,570
NSR:Quay:84922,168
NSR:Quay:75747,383
NSR:Quay:90658,754
NSR:Quay:97131,281
NSR:Quay:18049,274
NSR:Quay:20689,336
NSR:Quay:98180,486
NSR:Quay:14428,177
NSR:Quay:86064,202
NSR:Quay:69265,162
NSR:Quay:78700,181
NSR:Quay:84954,525
NSR:Quay:88209,188
NSR:Quay:80425,427
NSR:Quay:79680,170
NSR:Quay:41415,421
NSR:Quay:86714,164
NSR:Quay:14441,480
NSR:Quay:14599,815
NSR:Quay:19561,550
NSR:Quay:26152,382
NSR:Quay:84480,164
NSR:Quay:82174,594
NSR:Quay:79339,475
NSR:Quay:62546,66
NSR:Quay:103193,119
NSR:Quay:26397,507
NSR:Quay:1608,776
NSR:Quay:81229,200
NSR:Quay:3708,614
NSR:Quay:96508,242
NSR:Quay:14097,176
NSR:Quay:73609,183
NSR:Quay:19435,258
NSR:Quay:5143,198
NSR:Quay:99847,282
NSR:Quay:62704,66
NSR:Quay:21461,75
NSR:Quay:107256,173
NSR:Quay:81435,496
NSR:Quay:92583,423
NSR:Quay:20848,302
NSR:Quay:73192,608
NSR:Quay:14850,321
NSR:Quay:67176,171
NSR:Quay:62766,66
NSR:Quay:10258,180
NSR:Quay:105050,69
NSR:Quay:33773,98
NSR:Quay:85377,264
NSR:Quay:32472,271
NSR:Quay:14638,158
NSR:Quay:63172,43
NSR:Quay:22910,113
NSR:Quay:36798,198
NSR:Quay:5508,151
NSR:Quay:62628,66
NSR:Quay:101135,117
NSR:Quay:81514,99
GAR1.325,48
NSR:Quay:108013,6
NSR:Quay:109301,8
NSR:Quay:5495,3
NSR:Quay:241,4
NSR:Quay:8450,6
NSR:Quay:35946,1
NSR:Quay:4473,38851
NSR:Quay:48400,18884
NSR:Quay:37188,12742
NSR:Quay:73729,138764
NSR:Quay:7001,5815
NSR:Quay:10563,21147
NSR:Quay:9362,28167
NSR:Quay:8787,20132
NSR:Quay:36914,3002
NSR:Quay:17872,49022
NSR:Quay:12917,6760
NSR:Quay:43718,32045
NSR:Quay:15819,732
NSR:Quay:78979,1636
NSR:Quay:83742,1452
NSR:Quay:84438,876
NSR:Quay:28419,10190
NSR:Quay:9260,21728
NSR:Quay:4567,4756
NSR:Quay:102402,5042
NSR:Quay:53228,307615
NSR:Quay:48775,60786
NSR:Quay:49174,10713
NSR:Quay:69216,3919
NSR:Quay:53047,18379
NSR:Quay:85617,791
NSR:Quay:104487,5483
NSR:Quay:28258,1102
NSR:Quay:66553,33848
NSR:Quay:37026,18548
NSR:Quay:32245,18992
NSR:Quay:11875,32113
NSR:Quay:1061,20577
NSR:Quay:7889,7378
NSR:Quay:6084,8810
NSR:Quay:11741,28482
NSR:Quay:75314,76523
NSR:Quay:23828,23425
NSR:Quay:74107,1595
NSR:Quay:74006,14149
NSR:Quay:30639,10308
NSR:Quay:95887,595
NSR:Quay:54158,46553
NSR:Quay:53069,184766
NSR:Quay:44386,12561
NSR:Quay:37315,12003
NSR:Quay:42130,5166
NSR:Quay:4236,8762
NSR:Quay:48383,29490
NSR:Quay:87959,1070
NSR:Quay:93877,1590
NSR:Quay:54087,3728
NSR:Quay:43087,4136
NSR:Quay:12402,63410
NSR:Quay:56091,1796
NSR:Quay:30091,12174
NSR:Quay:20506,1498
NSR:Quay:48554,14335
NSR:Quay:72499,4461
NSR:Quay:101436,7626
NSR:Quay:8022,33449
NSR:Quay:11130,36904
14396734,4185
NSR:Quay:51290,4967
14322371,10413
NSR:Quay:82684,643
NSR:Quay:43500,10476
NSR:Quay:50096,20409
NSR:Quay:1129,3729
NSR:Quay:50259,22179
NSR:Quay:50733,6524
NSR:Quay:7913,31613
NSR:Quay:11050,25810
NSR:Quay:30271,14756
NSR:Quay:66467,3000
NSR:Quay:42504,2571
NSR:Quay:57655,6673
NSR:Quay:53916,105382
NSR:Quay:42036,1634
NSR:Quay:39456,4387
NSR:Quay:36512,6108
NSR:Quay:51925,18908
NSR:Quay:57691,3431
NSR:Quay:75508,2559
NSR:Quay:6906,24255
NSR:Quay:39495,3142
NSR:Quay:32390,9982
NSR:Quay:17782,7302
NSR:Quay:8092,10314
NSR:Quay:22752,1550
NSR:Quay:11810,48796
NSR:Quay:43304,6919
NSR:Quay:9030,15557
NSR:Quay:75614,18382
NSR:Quay:74117,10467
NSR:Quay:41528,4272
NSR:Quay:30241,14721
NSR:Quay:27942,15126
NSR:Quay:24427,27612
NSR:Quay:3308,8238
14302608,4639
NSR:Quay:18323,1784
NSR:Quay:33073,8364
NSR:Quay:97105,1402
NSR:Quay:32012,7249
NSR:Quay:41163,4744
NSR:Quay:73678,23732
NSR:Quay:80898,1428
NSR:Quay:21722,6494
NSR:Quay:25548,1638
NSR:Quay:39366,497
NSR:Quay:38314,4690
NSR:Quay:16340,3345
NSR:Quay:90536,573
NSR:Quay:26897,2866
NSR:Quay:1116,21364
NSR:Quay:917,533
NSR:Quay:32930,9948
NSR:Quay:88581,576
NSR:Quay:88495,1460
NSR:Quay:38634,1297
NSR:Quay:17292,1277
NSR:Quay:75452,3858
NSR:Quay:91295,2158
NSR:Quay:107238,573
NSR:Quay:52224,1681
14133226,1722
NSR:Quay:51123,28210
NSR:Quay:7562,18205
NSR:Quay:19429,1598
NSR:Quay:98390,1240
NSR:Quay:22694,4529
NSR:Quay:51300,8445
NSR:Quay:13448,1334
NSR:Quay:110496,7300
NSR:Quay:44864,12671
NSR:Quay:10720,6605
NSR:Quay:66010,6413
NSR:Quay:77100,9856
NSR:Quay:26865,1921
NSR:Quay:57452,2752
NSR:Quay:83678,2570
NSR:Quay:45455,20588
NSR:Quay:2303,4724
NSR:Quay:951,10179
NSR:Quay:98770,510
NSR:Quay:90897,5766
NSR:Quay:110359,1737
NSR:Quay:44737,2541
NSR:Quay:96972,10591
NSR:Quay:56941,3782
NSR:Quay:87303,626
NSR:Quay:71557,1775
NSR:Quay:24736,6792
NSR:Quay:103498,841
NSR:Quay:12650,1547
NSR:Quay:29498,1012
NSR:Quay:41724,5798
NSR:Quay:42616,4932
NSR:Quay:33981,12419
NSR:Quay:91335,1191
NSR:Quay:24813,185
NSR:Quay:45595,20949
NSR:Quay:33075,2041
NSR:Quay:51092,3952
NSR:Quay:66266,3616
NSR:Quay:12620,1615
NSR:Quay:65517,4612
NSR:Quay:18223,8656
NSR:Quay:42204,1375
NSR:Quay:90404,1040
NSR:Quay:27142,1224
NSR:Quay:101066,12837
NSR:Quay:75511,2949
NSR:Quay:7371,17164
NSR:Quay:84659,468
NSR:Quay:104840,1978
NSR:Quay:17720,4035
14417378,2793
NSR:Quay:3631,5505
NSR:Quay:73607,6369
NSR:Quay:54401,2043
NSR:Quay:98429,8383
NSR:Quay:73443,19333
NSR:Quay:32124,17085
NSR:Quay:36552,6502
NSR:Quay:45071,1820
NSR:Quay:26378,1488
NSR:Quay:28698,1033
NSR:Quay:85123,324
NSR:Quay:3067,334
NSR:Quay:6075,759
NSR:Quay:16850,2609
NSR:Quay:62024,634
NSR:Quay:41659,2443
NSR:Quay:34361,1118
NSR:Quay:8852,3222
NSR:Quay:1514,4781
NSR:Quay:104182,5065
NSR:Quay:76037,539
NSR:Quay:66419,4790
NSR:Quay:82937,1541
NSR:Quay:28731,1710
NSR:Quay:57662,6663
14163289,360
NSR:Quay:96411,2298
NSR:Quay:47764,4171
NSR:Quay:40928,419
NSR:Quay:19559,937
NSR:Quay:31587,5566
NSR:Quay:55267,4188
NSR:Quay:88299,697
NSR:Quay:50413,1712
NSR:Quay:8078,8037
NSR:Quay:9793,21435
NSR:Quay:74540,22780
NSR:Quay:34573,363
NSR:Quay:94126,1222
NSR:Quay:103920,98
NSR:Quay:24268,13973
NSR:Quay:5148,382
NSR:Quay:47598,5213
NSR:Quay:18612,1090
NSR:Quay:50623,2260
NSR:Quay:32402,2490
NSR:Quay:30906,7255
NSR:Quay:55252,1421
NSR:Quay:44179,4726
NSR:Quay:3981,722
NSR:Quay:32247,1835
NSR:Quay:57417,1554
NSR:Quay:65595,1741
NSR:Quay:40043,6914
NSR:Quay:70286,1264
NSR:Quay:36286,5036
NSR:Quay:33430,3007
NSR:Quay:95350,1270
NSR:Quay:97410,497
NSR:Quay:22435,1467
NSR:Quay:34187,994
NSR:Quay:87228,1372
NSR:Quay:97220,584
NSR:Quay:7071,673
NSR:Quay:43586,1111
NSR:Quay:71827,3497
NSR:Quay:92474,1001
NSR:Quay:90955,1149
14322397,66
NSR:Quay:70019,1516
NSR:Quay:29983,3414
NSR:Quay:18021,6855
NSR:Quay:14464,1554
NSR:Quay:39298,685
NSR:Quay:57920,424
NSR:Quay:2856,483
NSR:Quay:78269,413
15040113,1219
NSR:Quay:81273,649
NSR:Quay:14951,1008
NSR:Quay:38260,1897
NSR:Quay:94427,984
NSR:Quay:95820,1740
NSR:Quay:20697,2154
NSR:Quay:72311,414
NSR:Quay:40696,304
NSR:Quay:14475,1554
NSR:Quay:84728,486
NSR:Quay:95472,945
NSR:Quay:2266,335
NSR:Quay:2340,3195
NSR:Quay:7646,1516
NSR:Quay:31794,1426
NSR:Quay:4560,5390
NSR:Quay:94659,464
NSR:Quay:30624,1586
NSR:Quay:102366,190
NSR:Quay:15041,2974
NSR:Quay:39071,1059
NSR:Quay:81790,580
NSR:Quay:42621,1634
NSR:Quay:15071,1567
NSR:Quay:50147,5856
14281099,340
NSR:Quay:15688,4274
NSR:Quay:41229,2690
NSR:Quay:29434,916
NSR:Quay:6147,7381
NSR:Quay:65636,794
NSR:Quay:1961,2013
NSR:Quay:94510,383
NSR:Quay:77463,765
NSR:Quay:73746,1514
NSR:Quay:14450,203
NSR:Quay:28235,1384
NSR:Quay:20823,522
NSR:Quay:37229,1115
NSR:Quay:95708,1536
NSR:Quay:47972,864
NSR:Quay:16488,1876
NSR:Quay:51806,6786
NSR:Quay:41334,2625
NSR:Quay:73037,341
NSR:Quay:46676,763
14133148,867
NSR:Quay:24590,1407
NSR:Quay:55677,653
NSR:Quay:4186,542
NSR:Quay:97098,1187
NSR:Quay:68923,1854
NSR:Quay:82566,2659
NSR:Quay:57244,2099
NSR:Quay:72378,1583
NSR:Quay:72792,961
NSR:Quay:103438,744
NSR:Quay:107311,896
NSR:Quay:2671,791
NSR:Quay:68942,1229
NSR:Quay:62076,588
NSR:Quay:86024,1690
NSR:Quay:20996,160
NSR:Quay:94468,577
NSR:Quay:62129,588
NSR:Quay:39240,1825
NSR:Quay:95106,780
NSR:Quay:81882,603
NSR:Quay:79235,534
NSR:Quay:24145,351
NSR:Quay:54609,4232
NSR:Quay:107883,3280
NSR:Quay:90022,1431
NSR:Quay:50536,2351
NSR:Quay:38507,1384
NSR:Quay:65961,2330
NSR:Quay:66348,1146
NSR:Quay:58098,1429
NSR:Quay:101196,1327
NSR:Quay:77125,1666
NSR:Quay:26419,1341
NSR:Quay:53242,579
NSR:Quay:51975,2454
NSR:Quay:105889,2154
NSR:Quay:74220,354
NSR:Quay:34602,240
NSR:Quay:89326,730
NSR:Quay:97808,465
NSR:Quay:107527,3668
NSR:Quay:43986,969
NSR:Quay:47534,1619
NSR:Quay:37601,553
NSR:Quay:92845,549
NSR:Quay:53780,749
NSR:Quay:15251,1167
NSR:Quay:45534,510
NSR:Quay:8052,607
NSR:Quay:50416,3571
NSR:Quay:106284,371
NSR:Quay:86480,1669
NSR:Quay:78736,997
NSR:Quay:21618,380
NSR:Quay:32599,174
NSR:Quay:87977,474
NSR:Quay:85187,346
NSR:Quay:32388,175
NSR:Quay:50886,1021
NSR:Quay:67519,3920
NSR:Quay:60886,88
NSR:Quay:2617,3295
NSR:Quay:77960,749
NSR:Quay:104704,1375
NSR:Quay:43581,1149
NSR:Quay:94087,1240
NSR:Quay:41552,4409
NSR:Quay:98686,557
NSR:Quay:94029,1441
NSR:Quay:25742,1052
NSR:Quay:23364,2532
NSR:Quay:39551,399
NSR:Quay:87024,922
NSR:Quay:38511,1014
NSR:Quay:108610,763
NSR:Quay:47318,373
NSR:Quay:16727,511
NSR:Quay:6411,433
NSR:Quay:96332,910
NSR:Quay:28876,1286
NSR:Quay:81041,223
NSR:Quay:75602,1550
NSR:Quay:37107,942
NSR:Quay:19389,430
NSR:Quay:40857,420
NSR:Quay:24031,442
NSR:Quay:95949,866
NSR:Quay:40948,2646
NSR:Quay:26219,381
NSR:Quay:73820,681
NSR:Quay:1374,651
NSR:Quay:28321,876
NSR:Quay:23073,184
NSR:Quay:2361,1755
NSR:Quay:100955,374
NSR:Quay:68706,770
NSR:Quay:26946,1723
NSR:Quay:74294,1633
NSR:Quay:19609,753
NSR:Quay:23572,948
NSR:Quay:46700,2421
NSR:Quay:37754,487
NSR:Quay:67469,939
NSR:Quay:25585,1648
NSR:Quay:46295,677
NSR:Quay:12671,1991
NSR:Quay:3230,522
NSR:Quay:74819,321
NSR:Quay:78654,361
NSR:Quay:14118,179
NSR:Quay:72574,1631
NSR:Quay:93053,854
NSR:Quay:57342,804
NSR:Quay:70942,2844
NSR:Quay:103315,505
NSR:Quay:87677,771
NSR:Quay:33223,1092
NSR:Quay:32689,373
NSR:Quay:69929,2140
NSR:Quay:55831,3104
NSR:Quay:46256,385
NSR:Quay:27197,2321
NSR:Quay:22578,366
NSR:Quay:85076,248
NSR:Quay:42179,494
NSR:Quay:71600,379
NSR:Quay:42877,534
NSR:Quay:94398,951
NSR:Quay:24916,352
NSR:Quay:26627,46
NSR:Quay:21213,414
NSR:Quay:55462,810
NSR:Quay:44037,997
NSR:Quay:75855,532
NSR:Quay:97264,583
NSR:Quay:38403,943
NSR:Quay:50016,744
NSR:Quay:54288,405
NSR:Quay:33534,1052
NSR:Quay:107719,331
NSR:Quay:38832,677
NSR:Quay:2396,588
NSR:Quay:27064,455
14012084,190
NSR:Quay:47806,642
NSR:Quay:20439,551
NSR:Quay:93875,385
NSR:Quay:15250,964
NSR:Quay:89126,968
NSR:Quay:90472,250
NSR:Quay:11751,381
NSR:Quay:46229,801
NSR:Quay:81733,1153
NSR:Quay:43234,1370
NSR:Quay:27725,1056
NSR:Quay:21479,223
NSR:Quay:27424,1250
NSR:Quay:52550,464
NSR:Quay:88585,686
NSR:Quay:32729,393
NSR:Quay:8026,994
NSR:Quay:25279,221
NSR:Quay:107222,331
NSR:Quay:92637,537
NSR:Quay:40269,461
NSR:Quay:85844,248
NSR:Quay:35743,640
NSR:Quay:94946,800
NSR:Quay:3516,480
14302557,665
NSR:Quay:21311,399
NSR:Quay:90642,974
NSR:Quay:92380,752
14393079,190
NSR:Quay:68285,150
NSR:Quay:93905,593
NSR:Quay:106542,179
14322213,1173
NSR:Quay:2687,331
NSR:Quay:78048,373
NSR:Quay:100882,228
NSR:Quay:20866,459
NSR:Quay:66307,285
NSR:Quay:98128,1149
NSR:Quay:87521,741
NSR:Quay:36038,211
NSR:Quay:17951,644
NSR:Quay:26362,1769
NSR:Quay:26735,866
NSR:Quay:91998,599
NSR:Quay:58131,757
NSR:Quay:69376,159
NSR:Quay:101479,177
NSR:Quay:95277,747
NSR:Quay:19190,572
NSR:Quay:96651,384
NSR:Quay:14113,179
NSR:Quay:72124,1494
NSR:Quay:40594,245
NSR:Quay:27346,408
NSR:Quay:108680,122
NSR:Quay:17511,165
NSR:Quay:22475,446
NSR:Quay:25473,625
NSR:Quay:83642,604
NSR:Quay:1903,767
NSR:Quay:21814,610
NSR:Quay:71401,433
NSR:Quay:32003,174
NSR:Quay:38381,726
NSR:Quay:15222,1486
NSR:Quay:2103,405
NSR:Quay:13657,709
NSR:Quay:101390,186
NSR:Quay:108605,269
NSR:Quay:88040,540
NSR:Quay:58497,423
NSR:Quay:41833,462
NSR:Quay:67232,99
NSR:Quay:43523,533
NSR:Quay:104278,338
NSR:Quay:88060,166
NSR:Quay:11807,188
NSR:Quay:83074,344
NSR:Quay:69833,495
NSR:Quay:78323,369
NSR:Quay:84759,363
NSR:Quay:22720,339
NSR:Quay:84428,163
NSR:Quay:105386,155
NSR:Quay:20683,352
NSR:Quay:102482,308
NSR:Quay:17618,1102
NSR:Quay:5093,576
NSR:Quay:68652,350
NSR:Quay:22929,534
NSR:Quay:95038,165
NSR:Quay:57618,190
NSR:Quay:81135,1065
NSR:Quay:71358,608
NSR:Quay:99560,120
NSR:Quay:2430,235
NSR:Quay:35470,286
NSR:Quay:44944,177
NSR:Quay:78535,899
NSR:Quay:6318,411
NSR:Quay:42551,105
NSR:Quay:37588,455
NSR:Quay:64440,118
NSR:Quay:43434,298
NSR:Quay:21782,383
NSR:Quay:17415,174
NSR:Quay:92177,492
NSR:Quay:73478,384
NSR:Quay:24915,175
NSR:Quay:37068,399
NSR:Quay:80883,356
NSR:Quay:33682,643
NSR:Quay:32210,526
NSR:Quay:100589,78
NSR:Quay:14209,179
NSR:Quay:54640,293
NSR:Quay:86851,912
13423,365
NSR:Quay:80844,187
NSR:Quay:73412,399
NSR:Quay:1728,139
NSR:Quay:82826,331
NSR:Quay:74940,159
NSR:Quay:77708,172
NSR:Quay:97516,320
NSR:Quay:87100,370
NSR:Quay:65454,49
NSR:Quay:24979,178
NSR:Quay:101873,159
NSR:Quay:34517,101
NSR:Quay:83866,283
NSR:Quay:3050,347
NSR:Quay:17516,204
NSR:Quay:54172,369
NSR:Quay:109726,20
NSR:Quay:102085,171
NSR:Quay:87187,166
NSR:Quay:34260,319
NSR:Quay:1509,198
14163293,37
NSR:Quay:35459,171
NSR:Quay:73342,149
NSR:Quay:36466,98
NSR:Quay:69845,5
NSR:Quay:70810,11
17269,168
NSR:Quay:107969,42
NSR:Quay:70585,31
NSR:Quay:23166,46
NSR:Quay:65453,3
NSR:Quay:59052,6
NSR:Quay:100659,11
NSR:Quay:407,2
14436817,1878
NSR:Quay:5768,11758
NSR:Quay:58339,21573
NSR:Quay:36397,3080
NSR:Quay:95730,20635
NSR:Quay:91503,23318
NSR:Quay:89287,791
NSR:Quay:73781,24537
NSR:Quay:9684,29807
NSR:Quay:11142,109060
NSR:Quay:6947,41451
NSR:Quay:7170,254866
NSR:Quay:30627,24872
NSR:Quay:17937,34116
NSR:Quay:49907,3648
NSR:Quay:97156,24490
NSR:Quay:3973,16620
NSR:Quay:100267,731
NSR:Quay:5876,14360
NSR:Quay:74147,21673
NSR:Quay:27237,1849
NSR:Quay:23701,7123
NSR:Quay:48524,13096
NSR:Quay:24165,7131
NSR:Quay:5620,12616
NSR:Quay:21173,1850
NSR:Quay:17968,22942
NSR:Quay:8341,16825
NSR:Quay:93916,28440
NSR:Quay:83684,6030
NSR:Quay:81986,1566
NSR:Quay:85404,4716
NSR:Quay:11563,67834
NSR:Quay:89726,4970
NSR:Quay:70681,12325
NSR:Quay:9149,15570
NSR:Quay:11055,25472
NSR:Quay:6215,17752
NSR:Quay:91947,1292
NSR:Quay:99955,1391
14436799,2730
NSR:Quay:7332,61248
NSR:Quay:49669,23486
NSR:Quay:31159,1680
NSR:Quay:5857,14435
NSR:Quay:41350,9353
NSR:Quay:41663,32802
NSR:Quay:38186,109115
NSR:Quay:32406,8451
NSR:Quay:48955,41646
NSR:Quay:72309,31628
NSR:Quay:73476,11243
NSR:Quay:106403,5341
NSR:Quay:54917,23682
NSR:Quay:57059,1575
NSR:Quay:95204,430
NSR:Quay:3115,21909
NSR:Quay:7658,27335
NSR:Quay:30136,8106
NSR:Quay:36030,19004
NSR:Quay:14848,4634
NSR:Quay:55293,10912
14447167,1639
NSR:Quay:11843,97113
NSR:Quay:10061,94921
NSR:Quay:90541,4474
NSR:Quay:72931,6670
NSR:Quay:6086,8525
NSR:Quay:46970,103192
NSR:Quay:10214,35783
NSR:Quay:100563,1065
NSR:Quay:50364,30143
NSR:Quay:32089,1679
NSR:Quay:73522,7314
NSR:Quay:11378,83031
NSR:Quay:36635,17883
NSR:Quay:30619,10994
NSR:Quay:54623,4985
NSR:Quay:5483,17826
NSR:Quay:10073,17971
NSR:Quay:88391,4875
NSR:Quay:108238,8512
NSR:Quay:13143,3965
NSR:Quay:11414,73576
NSR:Quay:8840,3798
NSR:Quay:106146,16229
NSR:Quay:8189,38705
NSR:Quay:7946,24338
14417482,2986
NSR:Quay:41544,1383
NSR:Quay:57326,4163
NSR:Quay:40514,9953
NSR:Quay:39314,1114
NSR:Quay:33858,9523
NSR:Quay:30913,10213
NSR:Quay:34510,6488
NSR:Quay:88291,656
NSR:Quay:35824,5926
NSR:Quay:91595,1296
NSR:Quay:6919,679
NSR:Quay:31090,270
NSR:Quay:51558,12906
NSR:Quay:55198,4303
NSR:Quay:36303,2015
NSR:Quay:37284,24318
NSR:Quay:49228,59891
NSR:Quay:11151,55872
NSR:Quay:9379,5549
NSR:Quay:7134,14358
NSR:Quay:11620,16425
NSR:Quay:65138,182
NSR:Quay:48909,50779
NSR:Quay:47333,13904
NSR:Quay:98074,5087
NSR:Quay:70155,5928
NSR:Quay:45857,9434
NSR:Quay:33498,23611
NSR:Quay:17024,1009
NSR:Quay:33043,2492
NSR:Quay:66278,2531
NSR:Quay:12134,20530
NSR:Quay:93880,2505
NSR:Quay:37411,1303
NSR:Quay:8770,16349
NSR:Quay:77344,17769
NSR:Quay:67730,21533
NSR:Quay:24117,5389
NSR:Quay:44007,3604
NSR:Quay:4960,3159
NSR:Quay:66636,2124
NSR:Quay:28612,5346
NSR:Quay:41538,19113
NSR:Quay:54822,3912
NSR:Quay:56812,4803
NSR:Quay:45081,10714
NSR:Quay:49569,519
NSR:Quay:5219,7411
NSR:Quay:75727,22313
NSR:Quay:11682,15508
NSR:Quay:11943,21837
NSR:Quay:55037,13348
NSR:Quay:54230,16078
NSR:Quay:13715,1771
NSR:Quay:32492,9548
NSR:Quay:49652,8652
NSR:Quay:79192,5242
NSR:Quay:3245,4384
NSR:Quay:91933,838
NSR:Quay:4483,6671
NSR:Quay:107151,15121
NSR:Quay:27841,7414
NSR:Quay:3168,903
NSR:Quay:4703,877
NSR:Quay:28446,1852
NSR:Quay:76260,16108
NSR:Quay:32335,1565
NSR:Quay:28636,2211
NSR:Quay:2222,9155
NSR:Quay:84942,1559
NSR:Quay:10951,4553
NSR:Quay:26754,2140
NSR:Quay:29775,12813
NSR:Quay:29913,19854
NSR:Quay:22639,1812
NSR:Quay:25183,1411
NSR:Quay:55959,2209
NSR:Quay:46627,6086
NSR:Quay:29953,3691
NSR:Quay:754,29831
NSR:Quay:44455,956
NSR:Quay:29381,29709
NSR:Quay:58121,759
NSR:Quay:9667,15448
NSR:Quay:69384,232
NSR:Quay:56706,4287
NSR:Quay:49976,8542
NSR:Quay:6117,8520
NSR:Quay:77972,746
NSR:Quay:2803,3628
NSR:Quay:7052,3314
NSR:Quay:33948,17500
NSR:Quay:89363,2435
NSR:Quay:58085,5585
NSR:Quay:27483,1266
NSR:Quay:48512,32629
NSR:Quay:83976,1770
NSR:Quay:72874,1365
NSR:Quay:108700,2523
NSR:Quay:2167,957
NSR:Quay:18053,14149
NSR:Quay:32240,7956
NSR:Quay:95339,575
NSR:Quay:32919,17058
NSR:Quay:68535,2161
14497139,190
NSR:Quay:93411,683
NSR:Quay:20606,1795
NSR:Quay:49031,17921
NSR:Quay:30019,171
14417471,3178
NSR:Quay:49796,11899
NSR:Quay:91892,749
NSR:Quay:93806,5498
NSR:Quay:98030,12903
NSR:Quay:68277,1058
NSR:Quay:57632,4227
NSR:Quay:75163,8152
NSR:Quay:28052,16180
NSR:Quay:77998,1433
NSR:Quay:50680,7109
NSR:Quay:57129,3877
NSR:Quay:66935,8839
NSR:Quay:16767,442
NSR:Quay:14872,7938
NSR:Quay:75129,6678
NSR:Quay:82822,3440
14195006,1742
NSR:Quay:54642,3067
NSR:Quay:50557,3747
NSR:Quay:66841,1375
NSR:Quay:7519,8306
NSR:Quay:27169,2302
NSR:Quay:49195,17122
NSR:Quay:42242,7248
NSR:Quay:90491,1986
NSR:Quay:40232,2330
NSR:Quay:20583,656
NSR:Quay:36873,1120
NSR:Quay:39775,2310
NSR:Quay:2286,5218
NSR:Quay:5586,1617
NSR:Quay:5641,12618
NSR:Quay:28959,9753
NSR:Quay:14272,1337
NSR:Quay:75291,7139
NSR:Quay:49282,5674
NSR:Quay:88149,248
NSR:Quay:19158,364
NSR:Quay:56912,10716
NSR:Quay:12909,9781
NSR:Quay:72387,1324
NSR:Quay:47028,8344
NSR:Quay:92980,2937
NSR:Quay:70428,1881
NSR:Quay:83430,371
NSR:Quay:96103,300
NSR:Quay:33239,12232
NSR:Quay:76388,1341
NSR:Quay:50943,4155
NSR:Quay:104378,228
NSR:Quay:78602,1279
NSR:Quay:55497,5279
NSR:Quay:83798,1897
NSR:Quay:83468,859
NSR:Quay:108482,691
NSR:Quay:107543,4047
NSR:Quay:69189,1585
NSR:Quay:76190,5392
NSR:Quay:30201,779
NSR:Quay:11657,20086
NSR:Quay:77910,5010
NSR:Quay:23577,948
NSR:Quay:58215,2263
NSR:Quay:98264,2295
NSR:Quay:3019,6835
NSR:Quay:28090,1068
NSR:Quay:107150,14258
NSR:Quay:94171,754
NSR:Quay:55899,1862
NSR:Quay:100917,503
NSR:Quay:67818,2942
NSR:Quay:88779,1240
NSR:Quay:34891,5940
NSR:Quay:30767,1329
NSR:Quay:53650,3409
NSR:Quay:28781,1033
NSR:Quay:70651,1586
NSR:Quay:67307,1268
NSR:Quay:89452,1534
NSR:Quay:98016,13407
NSR:Quay:23047,399
NSR:Quay:103342,351
NSR:Quay:32662,1019
NSR:Quay:33838,956
NSR:Quay:107586,1278
NSR:Quay:26629,3945
NSR:Quay:38029,878
NSR:Quay:45016,5054
NSR:Quay:91317,2357
NSR:Quay:58610,6647
NSR:Quay:38553,3386
NSR:Quay:57082,932
NSR:Quay:54068,2273
NSR:Quay:19240,4570
NSR:Quay:105971,1271
NSR:Quay:38006,839
NSR:Quay:97314,404
NSR:Quay:105463,351
NSR:Quay:16368,2453
NSR:Quay:46788,826
NSR:Quay:69901,2171
NSR:Quay:51721,16187
NSR:Quay:46404,818
NSR:Quay:75062,1913
14447141,2357
NSR:Quay:65314,809
NSR:Quay:16985,682
NSR:Quay:102089,2618
NSR:Quay:25090,1250
NSR:Quay:76763,1933
14387842,4868
NSR:Quay:12617,377
NSR:Quay:48114,8268
NSR:Quay:69133,1340
NSR:Quay:41373,603
NSR:Quay:81739,164
